molecule,model,term,estimate,ci_low,ci_high,z,pval,I2,tau2,k,QE,QM,QMp,significance
LSD,linear,intrcpt,-0.16544086038451525,NA,NA,-1.2504820780289059,0.2111234981671232,22.757857074571938,0.31889826961903434,149,191.6052486307685,11.362790987128157,7.49301419986991e-4,
LSD,linear,dose_diff,0.004343403177007403,NA,NA,3.370873920384468,7.49301419986992e-4,22.757857074571938,0.31889826961903434,149,191.6052486307685,11.362790987128157,7.49301419986991e-4,***
LSD,spline_df3,intrcpt,-0.08282168154180926,NA,NA,-0.44147196808579203,0.658871350891116,19.839318969756317,0.313554966258424,149,184.62916993452356,16.63623823525499,8.395224454178167e-4,
LSD,spline_df3,"ns(dose_diff, df = df_spline)1",1.2507052620323662,NA,NA,2.8769025941096498,0.004015995407188317,19.839318969756317,0.313554966258424,149,184.62916993452356,16.63623823525499,8.395224454178167e-4,**
LSD,spline_df3,"ns(dose_diff, df = df_spline)2",0.46120657031533135,NA,NA,1.093774252929462,0.274053998952623,19.839318969756317,0.313554966258424,149,184.62916993452356,16.63623823525499,8.395224454178167e-4,
LSD,spline_df3,"ns(dose_diff, df = df_spline)3",0.8784164064985367,NA,NA,3.556175714149906,3.7629245035977906e-4,19.839318969756317,0.313554966258424,149,184.62916993452356,16.63623823525499,8.395224454178167e-4,***
MDMA,linear,intrcpt,-0.21821846880699733,NA,NA,-0.5087889173036015,0.6109001885352711,23.98869160983468,0.3323254178113536,194,253.90958804357484,6.954026982175577,0.008363077107785456,
MDMA,linear,dose_diff,0.010187939019894912,NA,NA,2.6370489153930343,0.008363077107785446,23.98869160983468,0.3323254178113536,194,253.90958804357484,6.954026982175577,0.008363077107785456,**
MDMA,spline_df3,intrcpt,0.341866903247673,NA,NA,0.9990079329019833,0.3177908483987243,19.013140867094233,0.28764440781110273,194,238.31026671039547,20.0827921773784,1.6316650334163559e-4,
MDMA,spline_df3,"ns(dose_diff, df = df_spline)1",1.8012026862710027,NA,NA,4.29887345846567,1.7166844553736666e-5,19.013140867094233,0.28764440781110273,194,238.31026671039547,20.0827921773784,1.6316650334163559e-4,***
MDMA,spline_df3,"ns(dose_diff, df = df_spline)2",0.05886821426589572,NA,NA,0.06926766999373306,0.9447765595137393,19.013140867094233,0.28764440781110273,194,238.31026671039547,20.0827921773784,1.6316650334163559e-4,
MDMA,spline_df3,"ns(dose_diff, df = df_spline)3",0.46057074792608865,NA,NA,1.6870011899020219,0.09160312315746919,19.013140867094233,0.28764440781110273,194,238.31026671039547,20.0827921773784,1.6316650334163559e-4,
PSILOCYBIN,linear,intrcpt,2.398643512400414,NA,NA,4.815514162755578,1.468213493806988e-6,60.09014841136848,2.3396922089094936,162,403.4091673892907,19.134286430873413,1.21836415279202e-5,***
PSILOCYBIN,linear,dose_diff,-0.06806850747313535,NA,NA,-4.3742755321165365,1.2183641527920218e-5,60.09014841136848,2.3396922089094936,162,403.4091673892907,19.134286430873413,1.21836415279202e-5,***
PSILOCYBIN,spline_df3,intrcpt,2.100361358690681,NA,NA,4.723568414097406,2.317419501343813e-6,52.62855765244486,1.7079595617120573,162,339.86721117498183,51.44037230462244,3.9415443454037465e-11,***
PSILOCYBIN,spline_df3,"ns(dose_diff, df = df_spline)1",-50.13836783133814,NA,NA,-5.50846293771832,3.6198043081225776e-8,52.62855765244486,1.7079595617120573,162,339.86721117498183,51.44037230462244,3.9415443454037465e-11,***
PSILOCYBIN,spline_df3,"ns(dose_diff, df = df_spline)2",7.643302613332829,NA,NA,3.228209096727233,0.0012456788428591165,52.62855765244486,1.7079595617120573,162,339.86721117498183,51.44037230462244,3.9415443454037465e-11,**
PSILOCYBIN,spline_df3,"ns(dose_diff, df = df_spline)3",-15.693441789207151,NA,NA,-5.618440317724242,1.9268893098506015e-8,52.62855765244486,1.7079595617120573,162,339.86721117498183,51.44037230462244,3.9415443454037465e-11,***
